PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Isaacs, R; Williams, N; Ellis, J; Pitts-Singer, TL; Bommarco, R; Vaughan, M				Isaacs, Rufus; Williams, Neal; Ellis, James; Pitts-Singer, Theresa L.; Bommarco, Riccardo; Vaughan, Mace			Integrated Crop Pollination: Combining strategies to ensure stable and sustainable yields of pollination-dependent crops	BASIC AND APPLIED ECOLOGY												Our growing human population will be increasingly dependent on bees and other pollinators that provide the essential delivery of pollen to crop flowers during bloom. Within the context of challenges to crop pollinators and crop production, farm managers require strategies that can reliably provide sufficient pollination to ensure maximum economic return from their pollinator-dependent crops. There are unexploited opportunities to increase yields by managing insect pollination, especially for crops that are dependent on insect pollination for fruit set. We introduce the concept of Integrated Crop Pollination as a unifying theme under which various strategies supporting crop pollination can be developed, coordinated, and delivered to growers and their advisors. We emphasize combining tactics that are appropriate for the crop's dependence on insect-mediated pollination, including the use of wild and managed bee species, and enhancing the farm environment for these insects through directed habitat management and pesticide stewardship. This should be done within the economic constraints of the specific farm situation, and so we highlight the need for flexible strategies that can help growers make economically-based ICP decisions using support tools that consider crop value, yield benefits from adoption of ICP components, and the cost of the practices. Finally, education and technology transfer programs will be essential for helping land managers decide on the most efficient way to apply ICP to their unique situations. Building on experiences in North America and beyond, we aim to provide a broad framework for how crop pollination can help secure future food production and support society's increasing demand for nutritious diets. (C) 2017 Gesellschaft fur Okologie. Published by Elsevier GmbH. All rights reserved.				Isaacs, Rufus/AAF-4646-2019; Bommarco, Riccardo/E-7109-2016	Isaacs, Rufus/0000-0001-7523-4643; Bommarco, Riccardo/0000-0001-8888-0476												1439-1791	1618-0089				AUG	2017	22						44	60		10.1016/j.baae.2017.07.003							WOS:000409994800006						
J	Arce, AN; David, TI; Randall, EL; Rodrigues, AR; Colgan, TJ; Wurm, Y; Gill, RJ				Arce, Andres N.; David, Thomas I.; Randall, Emma L.; Rodrigues, Ana Ramos; Colgan, Thomas J.; Wurm, Yannick; Gill, Richard J.			Impact of controlled neonicotinoid exposure on bumblebees in a realistic field setting	JOURNAL OF APPLIED ECOLOGY												Pesticide exposure has been implicated as a contributor to insect pollinator declines. In social bees, which are crucial pollination service providers, the effect of low-level chronic exposure is typically non-lethal leading researchers to consider whether exposure induces sublethal effects on behaviour and whether such impairment can affect colony development. Studies under laboratory conditions can control levels of pesticide exposure and elucidate causative effects, but are often criticized for being unrealistic. In contrast, field studies can monitor bee responses under a more realistic pesticide exposure landscape; yet typically such findings are limited to correlative results and can lack true controls or sufficient replication. We attempt to bridge this gap by exposing bumblebees to known amounts of pesticides when colonies are placed in the field. Using 20 bumblebee colonies, we assess the consequences of exposure to the neonicotinoid clothianidin, provided in sucrose at a concentration of five parts per billion, over 5weeks. We monitored foraging patterns and pollen collecting performance from 3282 bouts using either a non-invasive photographic assessment, or by extracting the pollen from returning foragers. We also conducted a full colony census at the beginning and end of the experiment. In contrast to studies on other neonicotinoids, showing clear impairment to foraging behaviours, we detected only subtle changes to patterns of foraging activity and pollen foraging during the course of the experiment. However, our colony census measures showed a more pronounced effect of exposure, with fewer adult workers and sexuals in treated colonies after 5weeks.Synthesis and applications. Pesticide-induced impairments on colony development and foraging could impact on the pollination service that bees provide. Therefore, our findings, that bees show subtle changes in foraging behaviour and reductions in colony size after exposure to a common pesticide, have important implications and help to inform the debate over whether the benefits of systemic pesticide application to flowering crops outweigh the costs. We propose that our methodology is an important advance to previous semi-field methods and should be considered when considering improvements to current ecotoxicological guidelines for pesticide risk assessment. Pesticide-induced impairments on colony development and foraging could impact on the pollination service that bees provide. Therefore, our findings, that bees show subtle changes in foraging behaviour and reductions in colony size after exposure to a common pesticide, have important implications and help to inform the debate over whether the benefits of systemic pesticide application to flowering crops outweigh the costs. We propose that our methodology is an important advance to previous semi-field methods and should be considered when considering improvements to current ecotoxicological guidelines for pesticide risk assessment.				David, Thomas/H-3056-2018; Arce, Andres/AAR-1978-2020; Wurm, Yannick/A-9525-2009	David, Thomas/0000-0002-6221-8086; Wurm, Yannick/0000-0002-3140-2809; Colgan, Thomas/0000-0002-0547-8228; Gill, Richard/0000-0001-9389-1284; Arce, Andres/0000-0002-3577-2110												0021-8901	1365-2664				AUG	2017	54	4					1199	1208		10.1111/1365-2664.12792							WOS:000405534500020						
J	Pohorecka, K; Szczesna, T; Witek, M; Miszczak, A; Sikorski, P				Pohorecka, Krystyna; Szczesna, Teresa; Witek, Monika; Miszczak, Artur; Sikorski, Piotr			THE EXPOSURE OF HONEY BEES TO PESTICIDE RESIDUES IN THE HIVE ENVIRONMENT WITH REGARD TO WINTER COLONY LOSSES	JOURNAL OF APICULTURAL SCIENCE												The present studies are the second part of the research project dedicated to finding the causes for increased winter mortality of honey bee colonies. The aim of this task was to investigate incidents of overwintered colonies' death with regard to the potential interrelation to the exposure to pesticides. The samples of winter stores of bee bread and sugar food (honey or syrup processed by bees), beeswax and bees collected from apiaries with low and high rates of winter colony mortality were searched for acaricides used to control V. destructor and plant protection pesticides. The presence of acaricides used in apiculture has been detected in the 51% beeswax samples. The most abundant acaricide was tau-fluvalinate. The stores of bee bread and sugar food had a similar frequency of plant protection pesticide occurrence, ranging between 50-60%, but the number of active substances and their concentrations were substantially lower in sugar food samples. The most prevalent pesticides in pollen were fungicides (carbendazim and boscalid) and insecticides (acetamiprid and thiacloprid). Only a few pesticides were found in the several dead honey bees. The level of pesticide contamination (frequency, concentration, toxicity) of hive products and bees originating from apiaries with both a high and low winter colony survival rates, was similar, which created a similar extent of risk. Although the multiple varroacides and pesticides were present in the hive environment we not found unequivocal links between their residues and high winter colony mortality.				Szczesna, Teresa/T-8981-2018; Witek, Monika/T-8976-2018; Miszczak, Artur/S-5269-2018; Serrano, Jose/A-2854-2009	Szczesna, Teresa/0000-0002-0161-0287; Witek, Monika/0000-0003-1719-9610; Miszczak, Artur/0000-0002-8201-6836; Serrano, Jose/0000-0002-1565-5216												1643-4439	2299-4831				JUN 17	2017	61	1					105	125		10.1515/JAS-2017-0013							WOS:000404565200008						
J	Zhu, YC; Yao, JX; Adamczyk, J; Luttrell, R				Zhu, Yu Cheng; Yao, Jianxiu; Adamczyk, John; Luttrell, Randall			Feeding toxicity and impact of imidacloprid formulation and mixtures with six representative pesticides at residue concentrations on honey bee physiology (Apis mellifera)	PLOS ONE												Imidacloprid is the most widely used insecticide in agriculture. In this study, we used feeding methods to simulate in-hive exposures of formulated imidacloprid (Advise (R) 2FL) alone and mixtures with six representative pesticides for different classes. Advise, fed at 4.3 mg/L (equal to maximal residue detection of 912 ppb active ingredient [a.i.] in pollen) induced 36% mortality and 56% feeding suppression after 2-week feeding. Treatments with individual Bracket (acephate), Karate (lambda-cyhalothrin), Vydate (oxamyl), Domark (tetraconazole), and Roundup (glyphosate) at residue level had a mortality range of 1.3-13.3%, statistically similar to that of control (P>0.05). The additive/synergistic toxicity was not detected from binary mixtures of Advise with different classes of pesticides at residue levels. The feeding of the mixture of all seven pesticides increased mortality to 53%, significantly higher than Advise only but still without synergism. Enzymatic data showed that activities of invertase, glutathione S-transferase, and acetylcholinesterase activities in imidacloprid-treated survivors were mostly similar to those found in control. Esterase activity mostly increased, but was significantly suppressed by Bracket (acephate). The immunity-related phenoloxidase activity in imidacloprid-treated survivors tended to be lower, but most treatments were statistically similar to the control. Increase of cytochrome P450 activity was correlated with Advise concentrations and reached significant difference at 56 mg/L (12 ppm a.i.). Our data demonstrated that residue levels of seven pesticide in pollens/hive may not adversely affect honey bees, but long term exclusive ingestion of the maximal residue levels of imidacloprid (912 ppb) and sulfoxaflor (3 ppm a.i.) may induce substantial bee mortality. Rotating with other insecticides is a necessary and practical way to reduce the residue level of any given pesticide.																	1932-6203					JUN 7	2017	12	6							e0178421	10.1371/journal.pone.0178421							WOS:000402880700033	28591204					
J	Czerwinski, MA; Sadd, B				Czerwinski, Mitchell Andrew; Sadd, Ben Michael			Detrimental interactions of neonicotinoid pesticide exposure and bumblebee immunity	JOURNAL OF EXPERIMENTAL ZOOLOGY PART A-ECOLOGICAL AND INTEGRATIVE PHYSIOLOGY												Pesticides are well known to have a number of ecological effects. However, it is only now becoming understood that sublethal exposures may have effects on nontarget insects of conservation concern through interactions with immunity, thus increasing detrimental impacts in the presence of pathogens. Pesticides and pathogens are suggested to have played a role in recent declines of several wild bee pollinators. Compromised immunity from exposure to widely used neonicotinoids has been demonstrated in honeybees, but further research on interactions between neonicotinoids and immunity in other important bees is lacking. In this study, adult workers of the bumblebee Bombus impatiens received 6-day pulses of either low (0.7 ppb) or high (7 ppb) field realistic doses of the neonicotinoid imidacloprid prior to assaying immunity and survival following a nonpathogenic immune challenge. High-dose imidacloprid exposure reduces constitutive levels of phenoloxidase, an enzyme involved in melanization. Hemolymph antimicrobial activity initially increases in all groups following an immune challenge, but while heightened activity is maintained in unexposed and low imidacloprid dose groups, it is not maintained in the high exposure dose bees, even though exposure had ceased 6 days prior. Additionally, imidacloprid exposure followed by an immune challenge significantly decreased survival probability relative to control bees and those only immune challenged or imidacloprid exposed. A temporal lag for immune modulation and combinatorial effects on survival suggest that resource-based trade-offs may, in part, contribute to the detrimental interactions. These interactions could have health consequences for pollinators facing multiple stresses of sublethal neonicotinoid exposure and pathogens.																	2471-5638	2471-5646				JUN 1	2017	327	5			SI		273	283		10.1002/jez.2087							WOS:000412084100007	29356442					
J	Sgolastra, F; Porrini, C; Maini, S; Bortolotti, L; Medrzycki, P; Mutinelli, F; Lodesani, M				Sgolastra, Fabio; Porrini, Claudio; Maini, Stefano; Bortolotti, Laura; Medrzycki, Piotr; Mutinelli, Franco; Lodesani, Marco			Healthy honey bees and sustainable maize production: why not?	BULLETIN OF INSECTOLOGY												In the early 2000s, Italian beekeepers began to report bee mortality events linked to maize sowing. Evidence pointed to three neonicotinoids (imidacloprid, clothianidin, thiamethoxam) and a phenylpyrazole (fipronil) used for seed dressing that were dispersed in the environment during sowing. Following these events and based on the precautionary principle, in September 2008, the Italian Ministry of Health suspended these four active ingredients as maize seed dressing. Here we show that in Italy after the precautionary suspension, the number of bee mortality events linked to maize sowing drastically declined. At the same time, the average annual maize production per hectare remained unchanged. This finding is indicative of the possibility to maintain stable maize productions without affecting honey bee health status. The implementation of Integrated Pest Management for maize production is discussed.				MUTINELLI, FRANCO/K-7525-2018; Sgolastra, Fabio/AAG-2839-2019; Bortolotti, Laura/ABD-9669-2020	MUTINELLI, FRANCO/0000-0003-2903-9390; Sgolastra, Fabio/0000-0002-2845-8297; Bortolotti, Laura/0000-0001-7372-1579; Lodesani, Marco/0000-0002-4490-7486												1721-8861					JUN	2017	70	1					156	160									WOS:000399955300021						
J	Peterson, EM; Wooten, KJ; Subbiah, S; Anderson, TA; Longing, S; Smith, PN				Peterson, Eric M.; Wooten, Kimberly J.; Subbiah, Seenivasan; Anderson, Todd A.; Longing, Scott; Smith, Philip N.			Agrochemical Mixtures Detected on Wildflowers near Cattle Feed Yards	ENVIRONMENTAL SCIENCE & TECHNOLOGY LETTERS												A variety of veterinary pharmaceuticals and pesticides are used on beef cattle feed yards to enhance growth and health of cattle and to control unwanted pests and parasites. Because growth promoters and antibiotics have recently been detected on particulate matter emanating from feed yards, we examined wildflowers collected near feed yards in the Southern Great Plains for the occurrence of antibiotics, beta-agonists, other feed yard-related agrochemicals, and neonicotinoids used on regionally grown row crops. Wildflowers contained detectable concentrations of moxidectin, abamectin, monensin, ractopamine, and neonicotinoids (imidacloprid, thiamethoxam, and clothianidin). All wildflower samples contained at least one target analyte, while the majority (82%) contained multiple pharmaceuticals and/or pesticides, including 12% of wildflowers containing moxidectin, monensin, ractopamine, and a neonicotinoid. This preliminary survey demonstrates the potential for insect pollinators occurring near feed yards to become exposed to mixtures of agrochemicals derived from beef cattle feed yards and pesticides from row crop-based agriculture.				Anderson, Todd A/A-2296-2012; Subbiah, Seenivasan/Q-3808-2019	Anderson, Todd A/0000-0001-8176-6339; Smith, Philip/0000-0002-7557-7563												2328-8930					JUN	2017	4	6					216	220		10.1021/acs.estlett.7b00123							WOS:000403529100005						
J	Abbo, PM; Kawasaki, JK; Hamilton, M; Cook, SC; DeGrandi-Hoffman, G; Li, WF; Liu, J; Chen, YP				Abbo, Pendo M.; Kawasaki, Joshua K.; Hamilton, Michele; Cook, Steven C.; DeGrandi-Hoffman, Gloria; Li, Wen Feng; Liu, Jie; Chen, Yan Ping			Effects of Imidacloprid and Varroa destructor on survival and health of European honey bees, Apis mellifera	INSECT SCIENCE												There has been growing concern over declines in populations of honey bees and other pollinators which are a vital part to our food security. It is imperative to identify factors responsible for accelerated declines in bee populations and develop solutions for reversing bee losses. While exact causes of colony losses remain elusive, risk factors thought to play key roles are ectoparasitic mites Varroa destructor and neonicotinoid pesticides. The present study aims to investigate effects of a neonicotinoid pesticide Imidacloprid and Varroa mites individually on survivorship, growth, physiology, virus dynamics and immunity of honey bee workers. Our study provides clear evidence that the exposure to sublethal doses of Imidacloprid could exert a significantly negative effect on health and survival of honey bees. We observed a significant reduction in the titer of vitellogenin (Vg), an egg yolk precursor that regulates the honey bees development and behavior and often are linked to energy homeostasis, in bees exposed to Imidacloprid. This result indicates that sublethal exposure to neonicotinoid could lead to increased energy usage in honey bees as detoxification is a energy-consuming metabolic process and suggests that Vg could be a useful biomarker for measuring levels of energy stress and sublethal effects of pesticides on honey bees. Measurement of the quantitative effects of different levels of Varroa mite infestation on the replication dynamic of Deformed wing virus (DWV), an RNA virus associated with Varroa infestation, and expression level of immune genes yields unique insights into how honey bees respond to stressors under laboratory conditions.																	1672-9609	1744-7917				JUN	2017	24	3					467	477		10.1111/1744-7917.12335							WOS:000402131100011	26990560					
J	Sgolastra, F; Medrzycki, P; Bortolotti, L; Renzi, MT; Tosi, S; Bogo, G; Teper, D; Porrini, C; Molowny-Horas, R; Bosch, J				Sgolastra, Fabio; Medrzycki, Piotr; Bortolotti, Laura; Renzi, Maria Teresa; Tosi, Simone; Bogo, Gherardo; Teper, Dariusz; Porrini, Claudio; Molowny-Horas, Roberto; Bosch, Jordi			Synergistic mortality between a neonicotinoid insecticide and an ergosterol-biosynthesis-inhibiting fungicide in three bee species	PEST MANAGEMENT SCIENCE												BACKGROUNDNeonicotinoid insecticides have been identified as an important factor contributing to bee diversity declines. Nonetheless, uncertainties remain about their impact under field conditions. Most studies have been conducted on Apis mellifera and tested single compounds. However, in agricultural environments, bees are often exposed to multiple pesticides. We explore the synergistic mortality between a neonicotinoid (clothianidin) and an ergosterol-biosynthesis-inhibiting fungicide (propiconazole) in three bee species (A. mellifera, Bombus terrestris, Osmia bicornis) following oral exposure in the laboratory. RESULTSWe developed a new approach based on the binomial proportion test to analyse synergistic interactions. We estimated uptake of clothianidin per foraging bout in honey bees foraging on seed-coated rapeseed fields. We found significant synergistic mortality in all three bee species exposed to non-lethal doses of propiconazole and their respective LD10 of clothianidin. Significant synergism was only found at the first assessment times in A. mellifera (4 and 24h) and B. terrestris (4h), but persisted throughout the experiment (96h) in O. bicornis. O. bicornis was also the most sensitive species to clothianidin. CONCLUSIONOur results underscore the importance to test pesticide combinations likely to occur in agricultural environments, and to include several bee species in environmental risk assessment schemes. (c) 2016 Society of Chemical Industry				Tosi, Simone/Q-7102-2016; Bortolotti, Laura/ABD-9669-2020; Sgolastra, Fabio/AAG-2839-2019; Tosi, Simone/O-4360-2019; Teper, Dariusz/S-5267-2018; Molowny-Horas, Roberto/D-1171-2014	Tosi, Simone/0000-0001-8193-016X; Bortolotti, Laura/0000-0001-7372-1579; Sgolastra, Fabio/0000-0002-2845-8297; Tosi, Simone/0000-0001-8193-016X; Teper, Dariusz/0000-0003-2950-2816; Bogo, Gherardo/0000-0001-7415-2224; Molowny-Horas, Roberto/0000-0003-2626-6379												1526-498X	1526-4998				JUN	2017	73	6					1236	1243		10.1002/ps.4449							WOS:000400767400024	27685544					
J	Fauser, A; Sandrock, C; Neumann, P; Sadd, B				Fauser, Aline; Sandrock, Christoph; Neumann, Peter; Sadd, Ben M.			Neonicotinoids override a parasite exposure impact onhibernation success of a key bumblebee pollinator	ECOLOGICAL ENTOMOLOGY												1. Seasonal adaptations enabling the bridging of periodic challenging abiotic conditions are taxonomically widespread. However, sensitivity to other environmental stresses can be heightened during these periods. 2. Several temperate insects with over-wintering strategies play key ecosystem and economic roles, including wild bee pollinators. For example, hibernation survival in temperate bumblebees is crucial, as only new queens of future social colonies over-winter. These bees are also faced with other abiotic and biotic stressors, some of which have been linked to recent pollinator declines, such as exposure to pesticides and parasites. 3. Using a fully crossed experiment, the influence of dietary exposure to neonicotinoid insecticides (thiamethoxam and clothianidin) and/or the prevalent bumblebee parasite Crithidia bombi on hibernation survival and hibernation weight change of Bombus terrestris bumblebee queens was investigated. 4. Both neonicotinoid and C. bombi exposures reduced hibernation success individually, but no additive or synergistic effects between the stressors were found. Further, effects were asynchronous, with early neonicotinoid effects on hibernation mortality overriding later parasite effects under combined exposures. Neonicotinoid exposure also increased hibernation weight loss of surviving queens. 5. Diapause periods, employed by numerous temperate organisms, are likely to be especially vulnerable to environmental stresses, besides the seasonal challenge for which these periods are an adaptation. Thus, diapause requires inclusion during the consideration of the impacts of such stresses. Accordingly, it is demonstrated here that naturally relevant exposures of pesticides and parasites have important detrimental effects on bumblebees during a critical hibernation period, with potential consequences for populations of these key wild pollinators.				Neumann, Peter/C-9964-2015	Neumann, Peter/0000-0001-5163-5215; Sandrock, Christoph/0000-0002-2054-2216												0307-6946	1365-2311				JUN	2017	42	3					306	314		10.1111/een.12385							WOS:000400032200008						
J	Benuszak, J; Laurent, M; Chauzat, MP				Benuszak, Johanna; Laurent, Marion; Chauzat, Marie-Pierre			The exposure of honey bees (Apis mellifera; Hymenoptera: Apidae) to pesticides: Room for improvement in research	SCIENCE OF THE TOTAL ENVIRONMENT												Losses of honey bees have been repeatedly reported from many places worldwide. The widespread use of synthetic pesticides has led to concerns regarding their environmental fate and their effects on pollinators. Based on a standardised review, we report the use of a wide variety of honey bee matrices and sampling methods in the scientific papers studying pesticide exposure. Matrices such as beeswax and beebread were very little analysed despite their capacities for long-term pesticide storage. Moreover, bioavailability and transfer between in-hive matrices were poorly understood and explored. Many pesticides were studied but interactions between molecules or with other stressors were lacking. Sampling methods, targeted matrices and units of measure should have been, to some extent, standardised between publications to ease comparison and cross checking. Data on honey bee exposure to pesticides would have also benefit from the use of commercial formulations in experiments instead of active ingredients, with a special assessment of co-formulants (quantitative exposure and effects). Finally, the air matrix within the colony must be explored in order to complete current knowledge on honey bee pesticide exposure. (C) 2017 Elsevier B.V. All rights reserved.				Serrano, Jose/A-2854-2009	Serrano, Jose/0000-0002-1565-5216												0048-9697	1879-1026				JUN 1	2017	587						423	438		10.1016/j.scitotenv.2017.02.062							WOS:000399845800045	28256316					
J	Banks, HT; Banks, JE; Bommarco, R; Laubmeier, AN; Myers, NJ; Rundlof, M; Tillman, K				Banks, H. T.; Banks, J. E.; Bommarco, Riccardo; Laubmeier, A. N.; Myers, N. J.; Rundlof, Maj; Tillman, Kristen			Modeling bumble bee population dynamics with delay differential equations	ECOLOGICAL MODELLING												Bumble bees are ubiquitous creatures and crucial pollinators to a vast assortment of crops worldwide. Bumble bee populations have been decreasing in recent decades, with demise of flower resources and pesticide exposure being two of several suggested pressures causing declines. Many empirical investigations have been performed on bumble bees and their natural history is well documented, but the understanding of their population dynamics over time, causes for observed declines, and potential benefits of management actions is poor. To provide a tool for projecting and testing sensitivity of growth of populations under contrasting and combined pressures, we propose a delay differential equation model that describes multi-colony bumble bee population dynamics. We explain the usefulness of delay equations as a natural modeling formulation, particularly for bumble bee modeling. We then introduce a particular numerical method that approximates the solution of the delay model. Next, we provide simulations of seasonal population dynamics in the absence of pressures. We conclude by describing ways in which resource limitation, pesticide exposure and other pressures can be reflected in the model. (C) 2017 Elsevier B.V. All rights reserved.				Banks, John E./AAN-2300-2020; Bommarco, Riccardo/E-7109-2016	Banks, John E./0000-0001-6793-7613; Bommarco, Riccardo/0000-0001-8888-0476												0304-3800	1872-7026				MAY 10	2017	351						14	23		10.1016/j.ecolmodel.2017.02.011							WOS:000399259300002						
J	Zhang, H; Breeze, T; Bailey, A; Garthwaite, D; Harrington, R; Potts, SG				Zhang, Han; Breeze, Tom; Bailey, Alison; Garthwaite, David; Harrington, Richard; Potts, Simon G.			Arthropod Pest Control for UK Oilseed Rape - Comparing Insecticide Efficacies, Side Effects and Alternatives	PLOS ONE												Oilseed rape (Brassica napus) is an important combinable break crop in the UK, which is largely protected from arthropod pests by insecticidal chemicals. Despite ongoing debate regarding the use of neonicotinoids, the dominant seed treatment ingredients used for this crop, there is little publicly available data comparing the efficacy of insecticides in controlling key arthropod pests or comparing the impacts on non-target species and the wider environment. To provide an insight into these matters, a UK-wide expert survey targeting agronomists and entomologists was conducted from March to June 2015. Based on the opinions of 90 respondents, an average of 20% yield loss caused by the key arthropod pests was expected to have occurred in the absence of insecticide treatments. Relatively older chemical groups were perceived to have lower efficacy for target pests than newer ones, partly due to the development of insecticide resistance. Without neonicotinoid seed treatments, a lack of good control for cabbage stem flea beetle was perceived. Wide spectrum foliar insecticide sprays were perceived to have significantly greater negative impacts than seed treatments on users' health, natural enemies, pollinators, soil and water, and many foliar active ingredients have had potential risks for non-target arthropod species in UK oilseed rape fields for the past 25 years. Overall, 72% of respondents opposed the neonicotinoid restriction, while 10% supported it. Opposition and support of the restriction were largely based on concerns for pollinators and the wider environment, highlighting the uncertainty over the side effects of neonicotinoid use. More people from the government and research institutes leaned towards neutrality over the issue, compared to those directly involved in growing the crop. Neonicotinoid restriction was expected to result in greater effort and expenditure on pest control and lower production (0-1 t/ha less). Alternatives for future oilseed rape protection were then discussed.				Potts, Simon G/C-7250-2008; Bailey, Alison/V-6540-2018; Potts, Simon/ABF-9221-2020	Potts, Simon G/0000-0002-2045-980X; Bailey, Alison/0000-0002-8738-1920; Potts, Simon/0000-0002-2045-980X; Breeze, Tom/0000-0002-8929-8354												1932-6203					JAN 11	2017	12	1							e0169475	10.1371/journal.pone.0169475							WOS:000391857100039	28076392					
J	Crossthwaite, AJ; Bigot, A; Camblin, P; Goodchild, J; Lind, RJ; Slater, R; Maienfisch, P				Crossthwaite, Andrew J.; Bigot, Aurelien; Camblin, Philippe; Goodchild, Jim; Lind, Robert J.; Slater, Russell; Maienfisch, Peter			The invertebrate pharmacology of insecticides acting at nicotinic acetylcholine receptors	JOURNAL OF PESTICIDE SCIENCE												The nicotinic acetylcholine receptor (nAChR) is a ligand-gated ion channel composed of 5 protein subunits arranged around a central cation selective pore. Several classes of natural and synthetic insecticides mediate their effect through interacting at nAChRs. This review examines the basic pharmacology of the neonicotinoids and related chemistry, with an emphasis on sap feeding insects from the order Hemiptera, the principle pest target for such insecticides. Although the receptor subunit stoichiometry for endogenous invertebrate nAChRs is unknown, there is clear evidence for the existence of distinct neonicotinoid binding sites in native insect preparations, which reflects the predicted wide repertoire of nAChRs and differing pharmacology within this insecticide class. The spinosyns are principally used to control chewing pests such as Lepidoptera, whilst nereistoxin analogues are used on pests of rice and vegetables through contact and systemic action, the pharmacology of both these insecticides is unique and different to that of the neonicotinoids. (C) Pesticide Science Society of Japan					Bigot, Aurelien/0000-0001-7692-2544												1348-589X	1349-0923					2017	42	3-4					67	83		10.1584/jpestics.D17-019							WOS:000417888200001	30363948					
J	Hurley, T; Mitchell, P				Hurley, Terrance; Mitchell, Paul			Value of neonicotinoid seed treatments to US soybean farmers	PEST MANAGEMENT SCIENCE												BACKGROUNDThe benefits of neonicotinoid seed treatment to soybean farmers have received increased scrutiny. Rather than use data from small-plot experiments, this research uses survey data from 500 US farmers to estimate the benefit of neonicotinoid seed treatments to them. As seed treatment users, farmers are familiar with their benefits in the field and have economic incentives to only use them if they provide value. RESULTSOf the surveyed farmers, 51% used insecticide seed treatments, averaging 87% of their soybean area. Farmers indicated that human and environmental safety is an important consideration affecting their pest management decisions and reported aphids as the most managed and important soybean pest. Asking farmers who used seed treatments to state how much value they provided gives an estimate of $US 28.04 ha(-1) treated in 2013, net of seed treatment costs. Farmer-reported average yields provided an estimated average yield gain of 128.0 kg ha(-1) treated in 2013, or about $US 42.20 ha(-1) treated, net of seed treatment costs. CONCLUSIONThese estimates using different data and methods are consistent and suggest the value of insecticide seed treatments to the US soybean farmers who used them in 2013 was around $US 28-42 ha(-1) treated, net of seed treatment costs. (c) 2016 Society of Chemical Industry					Hurley, Terrance/0000-0003-2135-7570												1526-498X	1526-4998				JAN	2017	73	1					102	112		10.1002/ps.4424							WOS:000389408100013	27577180					
J	Burritt, NL; Foss, NJ; Neeno-Eckwall, EC; Church, JO; Hilger, AM; Hildebrand, JA; Warshauer, DM; Perna, NT; Burritt, JB				Burritt, Nancy L.; Foss, Nicole J.; Neeno-Eckwall, Eric C.; Church, James O.; Hilger, Anna M.; Hildebrand, Jacob A.; Warshauer, David M.; Perna, Nicole T.; Burritt, James B.			Sepsis and Hemocyte Loss in Honey Bees (Apis mellifera) Infected with Serratia marcescens Strain Sicaria	PLOS ONE												Global loss of honey bee colonies is threatening the human food supply. Diverse pathogens reduce honey bee hardiness needed to sustain colonies, especially in winter. We isolated a free-living Gram negative bacillus from hemolymph of worker honey bees (Apis mellifera) found separated from winter clusters. In some hives, greater than 90% of the dying bees detached from the winter cluster were found to contain this bacterium in their hemolymph. Throughout the year, the same organism was rarely found in bees engaged in normal hive activities, but was detected in about half of Varroa destructor mites obtained from colonies that housed the septic bees. Flow cytometry of hemolymph from septic bees showed a significant reduction of plasmatocytes and other types of hemocytes. Interpretation of the l6S rRNA sequence of the bacterium indicated that it belongs to the Serratia genus of Gramnegative Gammaproteobacteria, which has not previously been implicated as a pathogen of adult honey bees. Complete genome sequence analysis of the bacterium supported its classification as a novel strain of Serratia marcescens, which was designated as S. marcescens strain sicaria (Ss1). When compared with other strains of S. marcescens, Ss1 demonstrated several phenotypic and genetic differences, including 65 genes not previously found in other Serratia genomes. Some of the unique genes we identified in Ss1 were related to those from bacterial insect pathogens and commensals. Recovery of this organism extends a complex pathosphere of agents which may contribute to failure of honey bee colonies.																	1932-6203					DEC 21	2016	11	12							e0167752	10.1371/journal.pone.0167752							WOS:000392853100020	28002470					
